agency_id,account_sender_name,country_sender,account_receiver_name,country_receiver,amount,payment_type,datetime_timestamp
1183,ConocoPhillips,JAP,Exxon Mobil,UK,2798973,cheque,1609000
4961,Exxon Mobil,FR,Valeo,JAP,3646470,cheque,1610000
9475,Tesla,ITA,Activision Blizard,SWI,4404358,transfer,1611000
6537,Tesla,GER,Activision Blizard,UK,9427794,transfer,1612000
6687,Carrefour,SWI,McKesson,SP,6354182,card,1613000
2407,General Motos,UK,Valeo,JAP,763661,transfer,1614000
9928,McKesson,UK,Exxon Mobil,JAP,1432993,card,1615000
2599,Chevron,FR,Tesla,CHI,7416325,transfer,1616000
6135,Activision Blizard,UK,Exxon Mobil,FR,1298788,card,1617000
3709,CapGemini,GER,Chevron,JAP,6810750,cheque,1618000
6128,McKesson,JAP,Valeo,SPA,9650206,card,1619000
2042,Valeo,US,Activision Blizard,CHI,7115428,card,1620000
4831,General Motos,JAP,Renault,UK,9673524,transfer,1621000
5422,Chevron,UK,ConocoPhillips,SP,741576,card,1622000
8055,Exxon Mobil,SPA,ConocoPhillips,SP,5677474,transfer,1623000
5265,Monoprix,US,Nissan,US,9024260,cheque,1624000
4257,McKesson,SPA,General Motos,CHI,2738986,cheque,1625000
5631,Exxon Mobil,FR,Carrefour,ITA,232332,card,1626000
8246,ConocoPhillips,FR,Tesla,SWI,3471557,card,1627000
7844,Activision Blizard,JAP,Monoprix,SPA,4868530,transfer,1628000
4881,Monoprix,JAP,Nissan,JAP,5510022,card,1629000
8334,CapGemini,FR,Chevron,SP,8673278,transfer,1630000
2964,Exxon Mobil,ITA,CapGemini,UK,7605701,transfer,1631000
4633,Renault,SPA,Monoprix,ITA,6056513,transfer,1632000
3720,Valeo,ITA,Valeo,CHI,1841314,card,1633000
3417,ConocoPhillips,GER,Renault,SPA,3795293,card,1634000
4086,Monoprix,CHI,Activision Blizard,SWI,4295133,card,1635000
9732,General Motos,SPA,Exxon Mobil,SP,9246468,transfer,1636000
8527,Monoprix,US,Carrefour,ITA,2107149,cheque,1637000
2967,Nissan,CHI,Activision Blizard,FR,6482531,cheque,1638000
1551,ConocoPhillips,ITA,Exxon Mobil,CHI,6845623,card,1639000
2388,Renault,ITA,Valeo,US,7366378,card,1640000
7379,Chevron,SWI,Chevron,SP,9989137,cheque,1641000
7703,Monoprix,GER,Monoprix,SP,6304510,card,1642000
9823,General Motos,FR,Tesla,SP,5411531,transfer,1643000
5953,Valeo,GER,Activision Blizard,JAP,6343294,cheque,1644000
5425,Renault,ITA,ConocoPhillips,US,4831462,cheque,1645000
7626,General Motos,SWI,Exxon Mobil,ITA,6164061,transfer,1646000
6661,McKesson,SP,CapGemini,CHI,4163349,transfer,1647000
3815,Nissan,SPA,Chevron,SWI,8971453,cheque,1648000
6503,Exxon Mobil,SP,Nissan,US,5744009,transfer,1649000
7447,Tesla,CHI,Renault,UK,6778846,card,1650000
3811,Carrefour,US,Nissan,GER,9019929,transfer,1651000
8379,Exxon Mobil,JAP,ConocoPhillips,UK,6526010,cheque,1652000
3383,Activision Blizard,SPA,Valeo,SP,3381363,transfer,1653000
6498,ConocoPhillips,FR,McKesson,ITA,6993430,cheque,1654000
9879,Carrefour,ITA,Carrefour,UK,9619650,cheque,1655000
7802,Carrefour,ITA,Renault,FR,6670127,cheque,1656000
8632,CapGemini,SWI,McKesson,GER,1519883,card,1657000
1065,McKesson,SPA,Activision Blizard,GER,9131597,card,1658000
4417,Tesla,JAP,Activision Blizard,JAP,9890032,cheque,1659000
4140,Tesla,UK,Nissan,CHI,9935813,cheque,1660000
8963,McKesson,US,Nissan,US,3424889,card,1661000
6708,Valeo,FR,Nissan,CHI,9171131,cheque,1662000
4969,Exxon Mobil,ITA,Carrefour,CHI,8632824,card,1663000
7136,Activision Blizard,US,General Motos,SP,1118225,transfer,1664000
5507,Chevron,JAP,Renault,GER,1317501,transfer,1665000
4718,Nissan,US,General Motos,JAP,2773859,cheque,1666000
1559,Renault,UK,CapGemini,SP,103388,card,1667000
2403,Monoprix,GER,McKesson,SPA,9011361,cheque,1668000
3622,Carrefour,SWI,McKesson,SPA,4255521,cheque,1669000
4062,Valeo,SP,Tesla,UK,388688,cheque,1670000
99,Monoprix,UK,Exxon Mobil,US,1715340,cheque,1671000
2835,ConocoPhillips,CHI,CapGemini,GER,3923885,transfer,1672000
3299,General Motos,JAP,Exxon Mobil,ITA,3552037,cheque,1673000
3926,Monoprix,US,Tesla,FR,3157548,cheque,1674000
1482,Monoprix,GER,Valeo,UK,5609991,cheque,1675000
1460,Chevron,SPA,Exxon Mobil,FR,4112711,cheque,1676000
3842,McKesson,JAP,General Motos,SPA,5688035,transfer,1677000
1206,Carrefour,JAP,Valeo,SWI,146343,transfer,1678000
3153,CapGemini,GER,Renault,GER,4931853,cheque,1679000
1095,Valeo,CHI,Activision Blizard,SPA,4413646,cheque,1680000
5547,Nissan,CHI,Exxon Mobil,JAP,9115064,card,1681000
8370,ConocoPhillips,JAP,Monoprix,JAP,8611843,cheque,1682000
940,Nissan,SPA,Exxon Mobil,SP,3997724,card,1683000
2778,General Motos,SWI,General Motos,US,6505570,card,1684000
4196,Monoprix,GER,Valeo,SP,8963842,transfer,1685000
5254,Monoprix,UK,Activision Blizard,US,3839453,card,1686000
100,Exxon Mobil,CHI,Chevron,CHI,6374989,transfer,1687000
7283,CapGemini,UK,Renault,ITA,9922291,transfer,1688000
1814,McKesson,CHI,Tesla,GER,4294060,transfer,1689000
7559,Nissan,JAP,Exxon Mobil,ITA,6062959,card,1690000
5532,Valeo,SWI,Renault,SWI,4076285,transfer,1691000
1418,Valeo,ITA,Carrefour,SP,4570600,cheque,1692000
213,ConocoPhillips,FR,Exxon Mobil,FR,4792679,cheque,1693000
4518,ConocoPhillips,CHI,Monoprix,SPA,5377460,card,1694000
2038,Monoprix,GER,CapGemini,SP,3858484,card,1695000
8833,Carrefour,FR,Renault,US,7973154,card,1696000
1714,Carrefour,GER,Tesla,US,5996826,cheque,1697000
7075,Nissan,SWI,McKesson,JAP,4206956,card,1698000
7606,Renault,JAP,Valeo,ITA,3410607,card,1699000
1174,Renault,FR,Monoprix,SWI,991288,transfer,1700000
4358,Activision Blizard,ITA,CapGemini,GER,3006561,transfer,1701000
2306,CapGemini,SP,CapGemini,FR,6303302,card,1702000
4134,Chevron,FR,Chevron,FR,490165,card,1703000
3483,General Motos,SPA,McKesson,FR,6171850,card,1704000
3707,Tesla,SPA,Valeo,SP,5658141,transfer,1705000
7675,Tesla,ITA,Activision Blizard,GER,4677937,cheque,1706000
7434,Tesla,CHI,Carrefour,SWI,5583715,card,1707000
86,Tesla,GER,Nissan,JAP,7884688,card,1708000
6971,Monoprix,JAP,Nissan,SPA,8029029,card,1709000
2288,Carrefour,GER,Renault,SPA,9383034,cheque,1710000
4434,ConocoPhillips,FR,Monoprix,SWI,299220,transfer,1711000
6265,Tesla,CHI,Activision Blizard,ITA,929718,cheque,1712000
3671,CapGemini,ITA,Carrefour,US,2176009,transfer,1713000
7614,Tesla,ITA,Carrefour,JAP,8256610,transfer,1714000
2755,McKesson,US,Monoprix,GER,908623,cheque,1715000
8896,Tesla,GER,General Motos,FR,1137153,card,1716000
1974,Activision Blizard,SWI,General Motos,JAP,8738222,card,1717000
4051,Valeo,SWI,General Motos,JAP,8346504,transfer,1718000
189,Activision Blizard,CHI,General Motos,CHI,2652495,card,1719000
9353,Chevron,SWI,Chevron,CHI,8432557,card,1720000
1905,Chevron,SWI,General Motos,SPA,4905277,transfer,1721000
5489,ConocoPhillips,UK,ConocoPhillips,JAP,488162,cheque,1722000
9659,Nissan,SPA,General Motos,ITA,1309686,cheque,1723000
2105,Tesla,CHI,Carrefour,US,8573623,transfer,1724000
1811,CapGemini,FR,Monoprix,SP,7392896,card,1725000
912,General Motos,CHI,Tesla,SPA,7176611,cheque,1726000
3802,Renault,GER,General Motos,US,8964582,cheque,1727000
7894,Monoprix,GER,Tesla,GER,4552132,cheque,1728000
1749,Monoprix,GER,General Motos,SWI,259258,card,1729000
223,Nissan,ITA,Activision Blizard,SP,3685283,cheque,1730000
9994,ConocoPhillips,FR,Renault,GER,5540436,card,1731000
7135,McKesson,CHI,Valeo,ITA,9102372,transfer,1732000
7419,ConocoPhillips,GER,CapGemini,SWI,2519031,cheque,1733000
3246,General Motos,JAP,General Motos,UK,4815554,cheque,1734000
8686,Monoprix,ITA,Nissan,UK,171431,cheque,1735000
3311,ConocoPhillips,SP,General Motos,US,5938539,cheque,1736000
1608,Chevron,JAP,CapGemini,SWI,882949,transfer,1737000
5597,Carrefour,UK,General Motos,ITA,4460849,card,1738000
66,Carrefour,ITA,Valeo,FR,7432123,card,1739000
1439,Renault,UK,Carrefour,UK,3107089,cheque,1740000
1639,Nissan,CHI,Chevron,JAP,6340660,cheque,1741000
1193,Chevron,UK,ConocoPhillips,SWI,1610104,cheque,1742000
4173,ConocoPhillips,CHI,Activision Blizard,FR,1465623,cheque,1743000
5251,Tesla,CHI,McKesson,US,7684662,transfer,1744000
3184,Exxon Mobil,SPA,Carrefour,UK,6418693,card,1745000
1330,Nissan,FR,ConocoPhillips,UK,361800,card,1746000
5651,Tesla,ITA,Carrefour,JAP,2178874,transfer,1747000
4455,Renault,FR,McKesson,SPA,8273989,transfer,1748000
4065,Carrefour,JAP,Tesla,ITA,2551608,cheque,1749000
369,CapGemini,ITA,Valeo,JAP,3748734,card,1750000
2984,Tesla,GER,General Motos,US,6440431,card,1751000
3037,ConocoPhillips,GER,Nissan,ITA,9810597,card,1752000
9949,Monoprix,US,Nissan,US,7472745,cheque,1753000
3646,Renault,FR,General Motos,GER,4500905,card,1754000
8578,Tesla,ITA,CapGemini,JAP,996434,card,1755000
3882,ConocoPhillips,US,McKesson,SPA,5591426,transfer,1756000
7376,General Motos,ITA,Chevron,UK,4466361,card,1757000
3044,McKesson,UK,Nissan,ITA,4702107,card,1758000
9902,McKesson,CHI,Carrefour,SPA,5713870,transfer,1759000
9306,CapGemini,SPA,Carrefour,GER,5576753,transfer,1760000
2774,Valeo,GER,Chevron,SPA,8228077,cheque,1761000
7445,Nissan,SPA,Valeo,CHI,1174931,cheque,1762000
6654,Nissan,CHI,CapGemini,US,8857462,transfer,1763000
56,Chevron,SPA,Nissan,UK,2456831,transfer,1764000
3967,Nissan,US,McKesson,SPA,572943,transfer,1765000
8925,Renault,JAP,CapGemini,GER,1724472,transfer,1766000
1555,Chevron,ITA,CapGemini,JAP,7554403,transfer,1767000
8326,Exxon Mobil,SP,General Motos,UK,3082218,cheque,1768000
5881,Renault,JAP,McKesson,ITA,8078463,card,1769000
1075,General Motos,GER,General Motos,GER,5963462,transfer,1770000
601,Tesla,CHI,Exxon Mobil,UK,1354596,card,1771000
7105,General Motos,SP,Exxon Mobil,GER,3096468,transfer,1772000
2464,Carrefour,SP,Activision Blizard,SWI,1269809,transfer,1773000
2408,CapGemini,JAP,Nissan,CHI,1485656,transfer,1774000
6952,Carrefour,CHI,CapGemini,ITA,158848,transfer,1775000
991,Exxon Mobil,GER,Carrefour,CHI,9468687,transfer,1776000
2815,Nissan,GER,General Motos,SP,7402227,card,1777000
759,CapGemini,SWI,Exxon Mobil,CHI,7848907,cheque,1778000
7617,Carrefour,US,Nissan,CHI,4028140,cheque,1779000
8094,Exxon Mobil,SP,Exxon Mobil,FR,9648570,transfer,1780000
4127,Valeo,UK,McKesson,JAP,5487842,transfer,1781000
942,Activision Blizard,JAP,Renault,UK,7301068,cheque,1782000
1325,Exxon Mobil,SWI,Chevron,UK,1419540,card,1783000
9086,Valeo,FR,McKesson,US,2448764,cheque,1784000
4229,McKesson,JAP,Chevron,US,6408642,transfer,1785000
4060,CapGemini,JAP,McKesson,FR,4748466,cheque,1786000
983,Valeo,SWI,Nissan,SWI,935404,transfer,1787000
7870,Renault,FR,ConocoPhillips,UK,3056310,transfer,1788000
4618,Nissan,JAP,Tesla,CHI,7916760,card,1789000
3368,Exxon Mobil,US,CapGemini,US,9263840,cheque,1790000
2905,McKesson,CHI,Valeo,JAP,6708081,cheque,1791000
7244,Chevron,UK,McKesson,GER,3926845,transfer,1792000
5977,Monoprix,SPA,Exxon Mobil,SP,885623,card,1793000
4247,Monoprix,UK,General Motos,CHI,8864794,cheque,1794000
7266,Exxon Mobil,SWI,McKesson,CHI,9161901,card,1795000
2077,Exxon Mobil,SWI,Renault,SP,9376227,transfer,1796000
5105,Activision Blizard,SPA,Chevron,JAP,8419910,card,1797000
1712,Exxon Mobil,US,Tesla,CHI,7868491,transfer,1798000
6287,McKesson,CHI,Renault,US,2229514,card,1799000
8925,Monoprix,US,Carrefour,FR,3579388,transfer,1800000
1798,Renault,US,Renault,ITA,9608437,transfer,1801000
1808,Nissan,SP,Valeo,GER,8880904,cheque,1802000
1217,McKesson,ITA,Chevron,GER,5350555,card,1803000
2077,General Motos,SWI,Tesla,CHI,5829219,cheque,1804000
3987,Nissan,JAP,Carrefour,GER,1759456,card,1805000
3650,McKesson,CHI,McKesson,US,3748053,cheque,1806000
3963,McKesson,JAP,Renault,SWI,937834,transfer,1807000
1340,General Motos,SP,Nissan,JAP,3308914,transfer,1808000
7406,CapGemini,US,CapGemini,GER,7166322,transfer,1809000
6904,Carrefour,SWI,Activision Blizard,US,3833121,cheque,1810000
9252,Renault,GER,Nissan,CHI,7295673,transfer,1811000
7560,McKesson,CHI,Nissan,FR,5080383,transfer,1812000
8020,Chevron,GER,McKesson,US,8594462,card,1813000
5121,ConocoPhillips,ITA,Chevron,FR,6558874,card,1814000
3784,Monoprix,SPA,CapGemini,SPA,2598588,transfer,1815000
1674,Nissan,FR,Nissan,CHI,8258311,card,1816000
4885,Chevron,CHI,Renault,JAP,1600287,card,1817000
9357,Activision Blizard,CHI,Nissan,SPA,3011952,transfer,1818000
8327,Chevron,SWI,ConocoPhillips,SP,588417,card,1819000
5024,Valeo,US,Exxon Mobil,ITA,1983194,cheque,1820000
1002,Activision Blizard,JAP,McKesson,GER,1787003,cheque,1821000
4132,Carrefour,UK,Tesla,SWI,607060,transfer,1822000
2586,Chevron,US,McKesson,US,441673,card,1823000
8156,General Motos,ITA,McKesson,US,1326120,cheque,1824000
4427,Carrefour,SP,Chevron,GER,3552749,transfer,1825000
5945,CapGemini,CHI,Nissan,CHI,937582,transfer,1826000
8612,Monoprix,SPA,General Motos,SPA,7930279,card,1827000
9497,Carrefour,ITA,CapGemini,SP,3576584,transfer,1828000
4790,Valeo,US,McKesson,CHI,2158970,transfer,1829000
2277,Nissan,SWI,Valeo,UK,186969,cheque,1830000
8144,Valeo,GER,Exxon Mobil,SP,4635376,card,1831000
5836,ConocoPhillips,SP,Activision Blizard,SWI,7126913,card,1832000
7764,Activision Blizard,UK,Nissan,FR,3113091,cheque,1833000
4937,Carrefour,US,Tesla,SWI,2814291,cheque,1834000
8366,Renault,UK,Tesla,CHI,5308253,card,1835000
819,Valeo,GER,CapGemini,GER,1898865,transfer,1836000
8655,McKesson,SPA,Exxon Mobil,GER,7083584,transfer,1837000
2566,Renault,SPA,Exxon Mobil,SPA,8733437,cheque,1838000
9112,Activision Blizard,FR,Monoprix,UK,1373288,transfer,1839000
1654,Exxon Mobil,JAP,Nissan,CHI,437906,cheque,1840000
3953,Renault,GER,General Motos,JAP,2226906,card,1841000
5406,CapGemini,JAP,Tesla,US,2647836,card,1842000
6471,General Motos,FR,Nissan,SP,5944143,transfer,1843000
4882,Chevron,SWI,McKesson,UK,55752,transfer,1844000
5077,ConocoPhillips,ITA,McKesson,GER,1404166,card,1845000
6250,CapGemini,UK,General Motos,GER,4626632,transfer,1846000
8514,Valeo,GER,ConocoPhillips,SP,692778,card,1847000
9277,CapGemini,UK,ConocoPhillips,JAP,2481852,transfer,1848000
9483,Nissan,UK,Tesla,US,6960965,card,1849000
9536,Exxon Mobil,UK,Monoprix,CHI,4827608,card,1850000
1513,Chevron,GER,Nissan,CHI,78346,cheque,1851000
5000,CapGemini,SPA,Renault,SWI,9808344,transfer,1852000
6379,General Motos,GER,Renault,SP,6272388,transfer,1853000
8184,Monoprix,US,Nissan,GER,2100971,cheque,1854000
6998,Activision Blizard,UK,General Motos,ITA,6225194,transfer,1855000
8809,Renault,SP,Tesla,ITA,1029356,card,1856000
1337,Tesla,JAP,CapGemini,GER,9104669,cheque,1857000
8551,Valeo,JAP,Activision Blizard,SPA,3121020,transfer,1858000
8395,ConocoPhillips,ITA,CapGemini,JAP,6552765,cheque,1859000
4985,McKesson,CHI,Exxon Mobil,GER,7071059,card,1860000
8370,Tesla,JAP,General Motos,JAP,1336213,card,1861000
8587,Valeo,FR,Activision Blizard,SWI,9649263,card,1862000
4324,CapGemini,SWI,McKesson,FR,241163,transfer,1863000
2381,Valeo,ITA,Chevron,US,5560519,cheque,1864000
1741,Valeo,FR,General Motos,CHI,5873808,transfer,1865000
1689,CapGemini,US,Nissan,GER,9582466,transfer,1866000
199,General Motos,FR,CapGemini,CHI,4447426,cheque,1867000
4468,Renault,GER,General Motos,SPA,9754524,card,1868000
4549,Monoprix,SP,Monoprix,ITA,1140038,card,1869000
549,Nissan,SPA,Tesla,US,2172238,card,1870000
3765,CapGemini,SP,Exxon Mobil,JAP,2794451,transfer,1871000
5397,Renault,SP,CapGemini,GER,8993268,transfer,1872000
8056,Nissan,US,Activision Blizard,FR,8089867,card,1873000
8619,Tesla,US,Renault,US,2719267,cheque,1874000
979,Activision Blizard,GER,Valeo,CHI,874344,card,1875000
6294,Chevron,US,Tesla,GER,3900583,card,1876000
2512,Activision Blizard,CHI,CapGemini,SPA,6392694,card,1877000
94,General Motos,FR,Monoprix,CHI,1041510,cheque,1878000
6508,CapGemini,CHI,Exxon Mobil,SP,1609148,transfer,1879000
8004,Chevron,GER,Monoprix,SWI,8701203,card,1880000
2459,Renault,JAP,Renault,SP,1410618,cheque,1881000
9933,Chevron,FR,Monoprix,UK,884652,transfer,1882000
7462,Exxon Mobil,CHI,Chevron,SWI,6659094,card,1883000
4975,Chevron,GER,Monoprix,UK,847401,transfer,1884000
3833,Tesla,SP,Exxon Mobil,SP,1434435,cheque,1885000
5506,Valeo,FR,Chevron,US,4374248,card,1886000
3929,Renault,GER,Chevron,UK,1243223,transfer,1887000
3190,Carrefour,UK,Nissan,SWI,4663061,cheque,1888000
6261,ConocoPhillips,US,Carrefour,SWI,6886146,transfer,1889000
8711,Monoprix,JAP,Nissan,SPA,821009,transfer,1890000
8075,Exxon Mobil,SWI,Renault,FR,9007808,cheque,1891000
8945,General Motos,ITA,Chevron,US,3872523,card,1892000
8244,Nissan,SP,Nissan,FR,9142342,cheque,1893000
8282,CapGemini,CHI,Valeo,SPA,3552564,cheque,1894000
9282,General Motos,FR,Monoprix,FR,4018726,card,1895000
5410,Monoprix,FR,Chevron,ITA,5355834,transfer,1896000
2167,General Motos,US,Valeo,SPA,5272904,transfer,1897000
2362,ConocoPhillips,CHI,Chevron,SPA,4492553,cheque,1898000
3321,Activision Blizard,CHI,ConocoPhillips,ITA,5019080,card,1899000
3712,Activision Blizard,SWI,Valeo,CHI,4997884,cheque,1900000
9187,CapGemini,SPA,Renault,SPA,2087742,transfer,1901000
3519,Exxon Mobil,SP,Nissan,SWI,1351014,transfer,1902000
9397,Monoprix,CHI,Valeo,SPA,5417584,card,1903000
9182,Valeo,FR,Chevron,SPA,7082598,cheque,1904000
6380,CapGemini,UK,Chevron,GER,1304218,card,1905000
6650,McKesson,GER,Chevron,GER,1567366,transfer,1906000
6654,Renault,UK,Activision Blizard,GER,4278025,card,1907000
4416,McKesson,JAP,General Motos,UK,2353036,card,1908000
3955,Tesla,JAP,Tesla,CHI,1169853,transfer,1909000
4227,CapGemini,SPA,Valeo,ITA,9749167,card,1910000
2171,Nissan,GER,Nissan,SPA,4814282,cheque,1911000
2329,Monoprix,SWI,Valeo,US,3227994,card,1912000
1881,General Motos,GER,CapGemini,US,4667512,transfer,1913000
3931,Exxon Mobil,SPA,Valeo,SWI,4052161,cheque,1914000
8405,Exxon Mobil,GER,Monoprix,CHI,492041,card,1915000
683,Renault,SP,CapGemini,SP,7192838,cheque,1916000
689,Chevron,SWI,Carrefour,CHI,9021141,card,1917000
2759,Nissan,US,Renault,SP,2334701,cheque,1918000
980,McKesson,GER,Exxon Mobil,JAP,4219865,cheque,1919000
5678,McKesson,UK,Carrefour,GER,7049219,transfer,1920000
8423,ConocoPhillips,US,Activision Blizard,SP,6560660,transfer,1921000
3275,Nissan,SP,General Motos,UK,3099313,cheque,1922000
2558,General Motos,GER,Monoprix,SP,1229343,transfer,1923000
5421,Nissan,SWI,McKesson,JAP,2244628,transfer,1924000
4041,Carrefour,US,Valeo,SP,514100,card,1925000
3087,ConocoPhillips,SP,Carrefour,US,831160,card,1926000
1660,CapGemini,JAP,Tesla,SWI,8839184,card,1927000
2022,Renault,JAP,Exxon Mobil,FR,3944646,transfer,1928000
8450,CapGemini,SWI,Activision Blizard,SP,1994468,transfer,1929000
7579,CapGemini,UK,Valeo,JAP,4521313,cheque,1930000
9911,Valeo,JAP,ConocoPhillips,GER,7348943,card,1931000
8665,Valeo,US,Exxon Mobil,CHI,830266,transfer,1932000
5926,ConocoPhillips,JAP,Carrefour,GER,6734882,card,1933000
8765,General Motos,SWI,McKesson,FR,401180,cheque,1934000
5241,Monoprix,US,CapGemini,GER,299946,transfer,1935000
3685,Activision Blizard,SP,Exxon Mobil,ITA,5176625,cheque,1936000
5947,Exxon Mobil,SWI,Activision Blizard,SPA,1883042,cheque,1937000
7916,Renault,SWI,General Motos,FR,6763948,cheque,1938000
8899,Activision Blizard,CHI,General Motos,GER,277712,card,1939000
4008,General Motos,UK,Valeo,FR,6558472,cheque,1940000
4279,Chevron,US,General Motos,JAP,9429943,card,1941000
4424,Exxon Mobil,GER,Valeo,JAP,9934221,transfer,1942000
3347,Tesla,US,Chevron,SP,1769441,cheque,1943000
2412,Exxon Mobil,SP,Activision Blizard,ITA,718550,transfer,1944000
6466,Carrefour,ITA,CapGemini,US,5659013,cheque,1945000
6336,Monoprix,SWI,General Motos,JAP,6941590,cheque,1946000
5836,Carrefour,UK,McKesson,SWI,8225947,cheque,1947000
6725,Carrefour,SWI,Exxon Mobil,JAP,6981426,transfer,1948000
5815,CapGemini,UK,Activision Blizard,SWI,1971096,card,1949000
3494,ConocoPhillips,UK,Renault,UK,5423483,card,1950000
8292,Nissan,US,Nissan,UK,4722013,cheque,1951000
9216,McKesson,UK,Activision Blizard,JAP,6636181,transfer,1952000
8582,Carrefour,JAP,Carrefour,SP,8326174,cheque,1953000
2442,Carrefour,SPA,Nissan,SP,7309712,card,1954000
853,McKesson,UK,McKesson,US,2493942,card,1955000
9679,Exxon Mobil,UK,Tesla,SPA,5212910,transfer,1956000
2578,Carrefour,FR,Carrefour,GER,4659225,transfer,1957000
9773,Carrefour,ITA,Exxon Mobil,SP,5836722,cheque,1958000
4417,Exxon Mobil,CHI,Tesla,FR,9408711,cheque,1959000
8406,Exxon Mobil,GER,Valeo,SP,7158655,card,1960000
9327,Activision Blizard,SWI,General Motos,GER,4639742,card,1961000
3621,Renault,GER,Monoprix,GER,5823545,cheque,1962000
2828,Chevron,UK,Activision Blizard,JAP,2909014,card,1963000
9775,ConocoPhillips,SP,Chevron,JAP,1056684,cheque,1964000
151,CapGemini,UK,Exxon Mobil,SP,4054897,cheque,1965000
8286,Valeo,UK,Valeo,SP,3264934,card,1966000
3965,Renault,ITA,ConocoPhillips,ITA,329650,card,1967000
465,Chevron,FR,General Motos,SP,6796163,card,1968000
9239,Activision Blizard,SPA,Renault,GER,5133960,transfer,1969000
5919,Tesla,SPA,Monoprix,JAP,6400212,cheque,1970000
741,Valeo,SWI,Nissan,US,8291415,card,1971000
9219,Activision Blizard,ITA,ConocoPhillips,ITA,2917528,cheque,1972000
3773,Activision Blizard,FR,CapGemini,GER,7989685,transfer,1973000
6728,Valeo,CHI,Valeo,GER,6913114,card,1974000
8993,Tesla,UK,Nissan,FR,6408437,transfer,1975000
5909,General Motos,US,Activision Blizard,ITA,8450743,cheque,1976000
3581,Monoprix,FR,Carrefour,UK,5062014,transfer,1977000
8333,Monoprix,US,Nissan,US,934685,cheque,1978000
7462,CapGemini,JAP,CapGemini,UK,4690127,transfer,1979000
3672,Renault,SPA,Chevron,JAP,4252475,transfer,1980000
7153,CapGemini,ITA,Exxon Mobil,SWI,2858491,transfer,1981000
1079,ConocoPhillips,CHI,Chevron,ITA,3536043,transfer,1982000
1067,Activision Blizard,CHI,Renault,ITA,3086509,card,1983000
1036,Renault,SP,Renault,JAP,3109392,card,1984000
4034,Carrefour,US,Tesla,UK,2181745,card,1985000
6922,Chevron,ITA,Tesla,SWI,1636598,card,1986000
6251,Exxon Mobil,US,General Motos,SP,7262618,transfer,1987000
2109,McKesson,SWI,ConocoPhillips,GER,6432967,cheque,1988000
2368,Monoprix,FR,Valeo,UK,6346347,transfer,1989000
9294,McKesson,SP,CapGemini,ITA,584777,cheque,1990000
3881,Renault,US,CapGemini,JAP,3575023,transfer,1991000
205,Valeo,SPA,Valeo,ITA,7241721,transfer,1992000
2411,Exxon Mobil,UK,Chevron,GER,908208,cheque,1993000
4210,Carrefour,SPA,Exxon Mobil,SPA,1952304,card,1994000
4411,Renault,GER,Renault,SPA,1201758,card,1995000
6028,ConocoPhillips,GER,Exxon Mobil,FR,1580678,card,1996000
7332,McKesson,US,Activision Blizard,ITA,3865520,cheque,1997000
2314,Chevron,SPA,Monoprix,SWI,4175816,card,1998000
2082,Valeo,GER,Tesla,JAP,229231,card,1999000
6388,Exxon Mobil,SWI,Tesla,US,8107436,cheque,2000000
4881,Chevron,ITA,Chevron,ITA,4949886,cheque,2001000
5708,Exxon Mobil,SPA,Activision Blizard,FR,9612639,cheque,2002000
3382,Exxon Mobil,JAP,Nissan,UK,9726130,cheque,2003000
9729,Nissan,JAP,CapGemini,UK,467529,transfer,2004000
249,CapGemini,UK,Activision Blizard,SWI,2309235,cheque,2005000
2534,Tesla,GER,General Motos,CHI,2062683,card,2006000
8629,General Motos,FR,Chevron,FR,6868005,card,2007000
3323,General Motos,ITA,Chevron,SP,3325177,cheque,2008000
1320,McKesson,SPA,CapGemini,GER,3437835,card,2009000
8723,McKesson,FR,Renault,FR,7581534,cheque,2010000
7623,ConocoPhillips,GER,CapGemini,FR,2895912,cheque,2011000
4776,McKesson,CHI,General Motos,US,5191045,cheque,2012000
9316,Carrefour,JAP,McKesson,UK,7648937,cheque,2013000
9322,Tesla,US,Renault,US,924487,cheque,2014000
2460,McKesson,SP,Carrefour,SPA,7511318,cheque,2015000
3172,ConocoPhillips,UK,ConocoPhillips,SPA,1627752,card,2016000
1832,McKesson,JAP,Renault,CHI,8810088,cheque,2017000
2194,Chevron,CHI,Carrefour,UK,8622616,card,2018000
9420,Valeo,FR,ConocoPhillips,JAP,1582569,transfer,2019000
7765,General Motos,SPA,Carrefour,FR,667211,transfer,2020000
5938,ConocoPhillips,FR,Monoprix,GER,5111132,card,2021000
2291,Monoprix,FR,Exxon Mobil,SP,1039850,transfer,2022000
6169,Carrefour,SWI,ConocoPhillips,CHI,2767741,transfer,2023000
8976,Valeo,US,Tesla,UK,4206782,card,2024000
1565,McKesson,UK,General Motos,ITA,2346049,card,2025000
6065,Monoprix,SPA,Monoprix,US,1938431,transfer,2026000
9041,Exxon Mobil,ITA,General Motos,UK,8394927,transfer,2027000
4469,Carrefour,SP,Activision Blizard,FR,7334468,transfer,2028000
7858,Chevron,SPA,Chevron,ITA,7272594,transfer,2029000
5018,McKesson,ITA,Valeo,CHI,3192218,cheque,2030000
5677,Activision Blizard,ITA,Activision Blizard,ITA,7223258,card,2031000
2782,Monoprix,SP,Carrefour,CHI,1434992,cheque,2032000
9387,Tesla,US,Renault,SWI,8479626,cheque,2033000
